login_hour,login_day,is_new_device,is_new_location,is_new_browser,failed_attempts_before,login_frequency,session_duration,typing_speed,mouse_entropy,pages_visited,actions_per_minute,time_since_last_login,is_vpn,country_change,device_type_encoded,hour_sin,hour_cos,is_hijacked
9,1,0,0,0,1,3.15,36.67,75.5,0.3753,4,6.98,12.57,0,0,0,0.7071067811865476,-0.7071067811865475,0
17,4,0,0,0,0,2.46,16.91,68.81,0.5322,29,3.63,30.51,0,0,0,-0.9659258262890683,-0.25881904510252063,0
22,4,1,1,1,2,0.29,9.47,115.72,0.1469,5,22.11,193.67,0,1,1,-0.5000000000000004,0.8660254037844384,1
11,2,0,0,0,0,4.64,6.9,79.06,0.533,6,8.21,42.5,0,0,1,0.258819045102521,-0.9659258262890682,0
13,5,0,0,0,0,2.67,87.73,77.23,0.5997,16,6.31,46.38,0,0,2,-0.2588190451025208,-0.9659258262890683,0
17,2,0,0,0,0,3.2,57.3,46.74,0.6735,6,1.66,0.57,0,0,0,-0.9659258262890683,-0.25881904510252063,0
6,0,0,0,1,0,2.65,90.74,50.25,0.6769,12,8.07,7.78,0,0,0,1.0,6.123233995736766e-17,0
17,5,0,0,0,0,4.13,83.4,68.43,0.5028,2,6.06,6.52,0,0,0,-0.9659258262890683,-0.25881904510252063,0
4,0,1,0,1,4,0.3,6.47,101.92,0.0901,1,27.18,177.26,1,1,0,0.8660254037844386,0.5000000000000001,1
2,3,0,0,0,0,4.12,19.33,71.0,0.3142,24,9.84,24.4,1,0,1,0.49999999999999994,0.8660254037844387,0
7,3,0,0,0,0,1.11,115.95,37.69,0.5642,18,9.39,45.03,0,0,2,0.9659258262890683,-0.25881904510252063,0
4,2,1,1,1,3,0.84,10.46,32.26,0.2594,1,26.97,545.55,1,1,2,0.8660254037844386,0.5000000000000001,1
4,1,0,0,0,0,0.82,60.63,51.45,0.3428,25,9.1,33.38,0,0,0,0.8660254037844386,0.5000000000000001,0
14,3,0,0,0,1,0.57,50.28,47.94,0.6689,8,8.65,37.76,0,0,0,-0.4999999999999997,-0.8660254037844388,0
18,1,0,0,0,1,2.29,29.44,31.7,0.4467,8,9.89,8.33,0,0,1,-1.0,-1.8369701987210297e-16,0
6,0,0,0,0,0,2.33,83.72,39.27,0.3895,4,9.57,37.86,0,0,0,1.0,6.123233995736766e-17,0
13,1,0,0,0,0,2.59,114.19,55.66,0.3976,27,3.61,26.37,0,0,0,-0.2588190451025208,-0.9659258262890683,0
15,2,0,0,0,0,3.96,51.63,42.81,0.4769,17,2.62,7.52,0,0,2,-0.7071067811865471,-0.7071067811865479,0
15,0,0,0,0,0,3.24,29.07,49.2,0.5954,7,8.96,35.37,0,0,2,-0.7071067811865471,-0.7071067811865479,0
10,0,0,0,0,0,4.67,21.31,74.89,0.3599,15,1.61,47.05,0,0,0,0.49999999999999994,-0.8660254037844387,0
7,5,0,0,0,0,1.89,89.89,34.17,0.6136,22,8.44,17.35,0,0,1,0.9659258262890683,-0.25881904510252063,0
12,5,0,0,0,0,4.67,107.17,67.48,0.3163,9,5.1,12.35,1,0,0,1.2246467991473532e-16,-1.0,0
11,4,0,0,0,0,0.95,10.69,59.76,0.563,8,8.51,8.32,0,0,1,0.258819045102521,-0.9659258262890682,0
12,2,0,0,0,0,3.2,91.08,36.67,0.491,21,8.28,31.16,0,0,1,1.2246467991473532e-16,-1.0,0
8,4,0,0,0,0,3.44,75.93,71.93,0.5799,12,6.51,13.6,0,0,0,0.8660254037844387,-0.4999999999999998,0
3,2,1,1,1,2,0.02,7.73,53.13,0.025,2,44.82,438.03,1,1,1,0.7071067811865476,0.7071067811865476,1
16,4,0,0,0,0,4.12,37.85,49.05,0.5446,21,6.17,44.84,0,0,0,-0.8660254037844385,-0.5000000000000004,0
10,6,0,0,1,0,1.75,57.7,34.28,0.3845,14,7.64,15.62,0,0,1,0.49999999999999994,-0.8660254037844387,0
11,6,0,0,1,1,2.59,82.73,59.23,0.4067,28,8.4,27.54,0,0,0,0.258819045102521,-0.9659258262890682,0
12,1,1,0,0,0,4.13,19.36,39.62,0.6619,30,4.68,28.69,0,0,0,1.2246467991473532e-16,-1.0,0
16,3,0,0,0,0,0.97,73.21,62.72,0.3602,5,5.31,12.36,0,0,0,-0.8660254037844385,-0.5000000000000004,0
9,6,0,0,0,1,3.52,26.56,67.43,0.55,16,7.01,34.93,0,0,0,0.7071067811865476,-0.7071067811865475,0
19,1,0,0,0,0,1.79,100.58,57.17,0.4293,28,6.53,12.12,0,0,0,-0.9659258262890684,0.2588190451025203,0
12,6,0,0,0,0,1.23,36.08,65.53,0.6675,4,7.58,36.49,0,0,0,1.2246467991473532e-16,-1.0,0
7,0,0,0,0,2,1.73,62.02,61.38,0.6237,11,2.93,22.35,0,0,0,0.9659258262890683,-0.25881904510252063,0
7,4,0,0,0,0,1.95,18.29,51.4,0.35,27,1.11,19.41,0,0,1,0.9659258262890683,-0.25881904510252063,0
15,3,0,0,0,0,2.45,8.98,50.5,0.315,12,8.09,25.6,0,0,0,-0.7071067811865471,-0.7071067811865479,0
16,5,0,0,0,0,3.27,26.17,60.76,0.4337,29,8.29,26.56,0,0,1,-0.8660254037844385,-0.5000000000000004,0
11,3,0,0,0,0,2.7,74.77,51.16,0.3243,8,5.03,23.15,0,0,1,0.258819045102521,-0.9659258262890682,0
3,3,1,1,1,2,0.3,8.07,82.71,0.2162,4,40.96,524.21,0,1,1,0.7071067811865476,0.7071067811865476,1
8,1,0,0,0,1,1.44,62.64,65.19,0.6345,23,8.01,29.06,0,0,0,0.8660254037844387,-0.4999999999999998,0
14,0,0,1,0,0,3.55,70.37,70.54,0.3474,16,9.5,36.05,0,0,0,-0.4999999999999997,-0.8660254037844388,0
15,4,0,0,0,0,2.31,113.63,62.19,0.593,16,3.02,6.54,0,0,1,-0.7071067811865471,-0.7071067811865479,0
17,4,0,0,0,1,3.65,39.73,32.31,0.5733,18,4.74,9.42,0,0,0,-0.9659258262890683,-0.25881904510252063,0
18,6,0,0,0,0,1.35,29.39,70.43,0.4343,22,3.39,13.2,0,0,1,-1.0,-1.8369701987210297e-16,0
19,4,1,1,0,3,0.98,10.87,117.57,0.2842,2,43.24,396.53,1,0,1,-0.9659258262890684,0.2588190451025203,1
9,0,0,0,0,0,3.79,54.62,70.63,0.5897,16,5.83,36.24,0,0,0,0.7071067811865476,-0.7071067811865475,0
17,6,1,0,0,0,3.01,62.68,42.93,0.5655,6,3.43,11.62,0,0,1,-0.9659258262890683,-0.25881904510252063,0
10,4,0,0,0,0,1.11,96.34,43.97,0.3216,27,7.5,2.59,0,0,1,0.49999999999999994,-0.8660254037844387,0
15,5,1,1,1,3,0.14,3.43,121.48,0.1687,5,12.68,106.17,1,1,1,-0.7071067811865471,-0.7071067811865479,1
12,3,0,0,0,0,3.84,15.55,55.76,0.5525,16,4.14,3.61,0,0,2,1.2246467991473532e-16,-1.0,0
16,0,0,0,0,0,2.27,106.24,54.02,0.3443,29,5.41,5.38,1,0,0,-0.8660254037844385,-0.5000000000000004,0
6,4,0,0,0,0,4.44,32.81,32.26,0.5736,29,1.99,8.15,0,0,0,1.0,6.123233995736766e-17,0
5,5,0,0,1,1,1.83,29.7,44.05,0.4087,17,8.39,9.81,0,0,0,0.9659258262890683,0.25881904510252074,0
9,4,0,0,0,0,2.34,7.43,34.93,0.5977,2,6.2,14.88,0,0,0,0.7071067811865476,-0.7071067811865475,0
19,5,0,0,0,0,3.2,10.34,33.23,0.5225,20,4.25,15.19,0,0,1,-0.9659258262890684,0.2588190451025203,0
18,3,0,0,0,0,4.83,108.64,50.09,0.3665,17,3.97,37.73,0,0,1,-1.0,-1.8369701987210297e-16,0
3,0,1,0,0,5,0.86,1.82,21.72,0.0119,4,14.24,228.74,1,0,1,0.7071067811865476,0.7071067811865476,1
20,0,0,0,0,0,1.34,93.99,50.99,0.3022,16,5.63,45.91,0,0,0,-0.8660254037844386,0.5000000000000001,0
6,6,1,1,1,5,0.92,2.72,101.24,0.2076,5,20.69,607.38,1,1,0,1.0,6.123233995736766e-17,1
13,5,0,0,0,0,4.08,62.45,37.19,0.4257,5,2.64,5.61,0,0,0,-0.2588190451025208,-0.9659258262890683,0
23,6,0,1,0,0,3.66,58.58,70.83,0.6702,2,3.93,40.07,0,0,0,-0.25881904510252157,0.9659258262890681,0
12,5,0,0,0,1,1.41,57.73,70.7,0.6258,18,4.8,26.95,0,0,2,1.2246467991473532e-16,-1.0,0
13,1,0,0,0,0,4.33,19.51,58.21,0.3611,20,8.74,17.84,0,0,1,-0.2588190451025208,-0.9659258262890683,0
22,0,0,0,0,0,4.03,63.42,67.56,0.5836,6,1.44,32.88,0,0,0,-0.5000000000000004,0.8660254037844384,0
15,4,0,0,0,0,2.68,111.12,70.65,0.3346,24,7.75,5.03,0,0,1,-0.7071067811865471,-0.7071067811865479,0
20,4,0,0,0,0,1.05,74.7,46.74,0.6261,23,1.51,6.75,0,0,1,-0.8660254037844386,0.5000000000000001,0
18,2,0,0,0,0,4.03,86.98,66.09,0.5579,23,4.69,28.74,0,0,1,-1.0,-1.8369701987210297e-16,0
17,6,1,0,0,0,4.14,51.59,79.46,0.4269,11,4.7,10.73,0,0,1,-0.9659258262890683,-0.25881904510252063,0
10,3,0,0,0,0,3.65,77.52,76.93,0.5819,21,9.14,15.22,0,0,2,0.49999999999999994,-0.8660254037844387,0
22,4,1,1,1,1,0.6,4.74,45.05,0.1514,1,15.41,380.51,1,1,0,-0.5000000000000004,0.8660254037844384,1
5,6,0,1,0,2,0.77,9.77,53.13,0.2816,1,42.56,603.19,0,1,0,0.9659258262890683,0.25881904510252074,1
9,4,0,0,0,0,3.6,5.37,30.95,0.4008,14,5.54,30.14,0,0,0,0.7071067811865476,-0.7071067811865475,0
17,6,0,0,0,0,4.08,40.23,52.13,0.3371,8,7.1,37.39,1,0,0,-0.9659258262890683,-0.25881904510252063,0
19,4,0,0,0,0,4.43,12.88,71.46,0.6211,6,2.86,13.49,0,0,0,-0.9659258262890684,0.2588190451025203,0
5,6,0,0,0,0,1.36,107.17,36.24,0.6042,3,7.11,29.02,0,0,1,0.9659258262890683,0.25881904510252074,0
18,6,0,0,0,0,2.2,50.51,76.14,0.5595,8,3.39,1.77,0,0,1,-1.0,-1.8369701987210297e-16,0
12,2,0,0,0,0,3.52,64.24,71.98,0.4739,27,4.68,8.47,1,0,0,1.2246467991473532e-16,-1.0,0
13,0,0,0,1,0,3.44,15.49,70.36,0.3594,15,2.8,44.3,1,0,0,-0.2588190451025208,-0.9659258262890683,0
11,4,0,0,0,0,0.91,52.95,31.45,0.5079,26,7.16,2.57,1,0,0,0.258819045102521,-0.9659258262890682,0
14,1,1,1,1,3,0.71,12.58,134.31,0.1855,3,16.59,674.85,1,1,1,-0.4999999999999997,-0.8660254037844388,1
9,4,0,0,0,1,3.96,31.57,40.46,0.6466,25,3.39,0.89,0,0,2,0.7071067811865476,-0.7071067811865475,0
9,5,0,0,0,1,2.14,12.34,54.33,0.4598,27,8.79,16.75,0,0,1,0.7071067811865476,-0.7071067811865475,0
7,6,0,0,1,0,2.76,42.55,41.14,0.3383,4,4.46,18.97,0,0,0,0.9659258262890683,-0.25881904510252063,0
21,5,0,0,0,0,3.02,39.16,75.35,0.3634,22,7.42,21.39,0,0,0,-0.7071067811865477,0.7071067811865474,0
13,3,0,0,1,0,2.59,108.07,56.19,0.6356,22,3.96,11.24,0,0,1,-0.2588190451025208,-0.9659258262890683,0
19,3,0,0,0,0,0.8,16.85,74.95,0.3852,8,4.0,9.19,0,0,0,-0.9659258262890684,0.2588190451025203,0
13,6,0,0,0,0,3.45,76.32,50.53,0.3661,18,1.96,13.15,0,0,1,-0.2588190451025208,-0.9659258262890683,0
19,5,1,1,1,2,0.24,7.47,17.76,0.0002,3,38.17,192.08,0,1,1,-0.9659258262890684,0.2588190451025203,1
1,1,1,1,1,2,0.41,10.15,32.21,0.1452,1,45.23,476.39,0,1,2,0.25881904510252074,0.9659258262890683,1
7,1,0,0,0,0,3.32,86.06,32.61,0.5049,19,7.38,31.41,0,0,0,0.9659258262890683,-0.25881904510252063,0
9,4,0,0,0,0,3.22,17.43,42.94,0.6182,13,6.85,34.83,0,0,2,0.7071067811865476,-0.7071067811865475,0
9,3,0,0,0,0,4.28,77.13,44.07,0.3515,19,9.59,41.25,0,0,0,0.7071067811865476,-0.7071067811865475,0
16,2,0,0,1,0,0.72,40.77,51.62,0.6912,24,5.05,17.35,1,0,1,-0.8660254037844385,-0.5000000000000004,0
11,1,1,0,1,1,0.24,12.25,36.46,0.2833,3,26.93,587.26,1,1,1,0.258819045102521,-0.9659258262890682,1
14,5,0,0,0,1,2.35,98.19,65.87,0.3384,11,8.6,15.25,0,0,1,-0.4999999999999997,-0.8660254037844388,0
1,6,1,1,1,4,0.72,10.43,47.43,0.2947,5,42.42,204.79,1,0,1,0.25881904510252074,0.9659258262890683,1
10,1,0,0,0,0,2.99,99.72,63.57,0.3508,13,9.4,33.45,0,0,0,0.49999999999999994,-0.8660254037844387,0
6,5,0,0,1,0,0.76,15.68,33.54,0.6252,28,4.87,28.04,0,0,0,1.0,6.123233995736766e-17,0
17,3,0,0,0,0,1.97,31.01,70.08,0.5889,24,6.0,13.78,0,0,1,-0.9659258262890683,-0.25881904510252063,0
14,5,0,0,0,0,3.42,19.37,36.01,0.4169,25,2.4,46.62,0,0,1,-0.4999999999999997,-0.8660254037844388,0
11,4,0,0,0,0,0.69,64.9,59.41,0.5952,19,7.52,9.95,1,0,0,0.258819045102521,-0.9659258262890682,0
9,3,0,0,0,0,3.62,44.61,79.2,0.6644,17,7.31,44.44,0,0,0,0.7071067811865476,-0.7071067811865475,0
5,4,1,1,1,4,0.86,10.6,55.33,0.2145,4,48.61,596.02,0,0,1,0.9659258262890683,0.25881904510252074,1
14,2,0,0,0,0,1.52,47.51,49.12,0.6927,13,9.54,10.67,1,0,0,-0.4999999999999997,-0.8660254037844388,0
15,1,0,0,1,0,1.18,73.3,36.47,0.5049,11,4.92,7.8,0,0,2,-0.7071067811865471,-0.7071067811865479,0
9,4,0,0,0,0,3.67,99.05,30.54,0.4597,3,8.65,32.42,1,0,0,0.7071067811865476,-0.7071067811865475,0
16,6,0,0,0,0,1.87,91.14,35.67,0.6406,27,1.62,20.66,0,0,0,-0.8660254037844385,-0.5000000000000004,0
3,0,1,1,1,2,0.66,5.27,22.41,0.0505,5,22.33,115.76,1,1,0,0.7071067811865476,0.7071067811865476,1
18,2,0,0,0,0,3.61,83.07,68.19,0.4341,7,6.85,40.58,0,0,0,-1.0,-1.8369701987210297e-16,0
5,0,0,1,1,0,0.11,2.69,84.9,0.0029,3,38.12,704.11,1,0,1,0.9659258262890683,0.25881904510252074,1
15,0,1,1,1,2,0.48,11.66,144.42,0.1477,1,44.08,434.26,1,1,1,-0.7071067811865471,-0.7071067811865479,1
10,6,0,0,0,0,3.14,40.29,63.12,0.6911,28,2.78,43.8,0,0,1,0.49999999999999994,-0.8660254037844387,0
10,5,0,0,1,1,3.4,109.93,64.41,0.5853,27,8.27,16.06,0,0,1,0.49999999999999994,-0.8660254037844387,0
8,4,0,0,0,0,2.97,95.69,52.42,0.6425,21,9.44,43.48,0,0,0,0.8660254037844387,-0.4999999999999998,0
21,0,1,1,0,1,0.95,11.58,103.95,0.0258,1,10.99,650.44,0,1,1,-0.7071067811865477,0.7071067811865474,1
10,4,0,0,0,1,4.58,75.79,41.68,0.3597,20,2.49,19.77,0,0,1,0.49999999999999994,-0.8660254037844387,0
9,3,0,0,0,0,2.14,48.17,51.12,0.4319,2,4.85,1.21,0,0,0,0.7071067811865476,-0.7071067811865475,0
15,4,0,0,0,0,1.28,48.23,58.21,0.5258,21,4.84,47.51,0,0,1,-0.7071067811865471,-0.7071067811865479,0
17,2,0,0,0,0,1.75,81.88,55.25,0.3579,3,8.55,10.62,0,0,2,-0.9659258262890683,-0.25881904510252063,0
12,1,1,1,1,2,0.25,13.13,18.91,0.2868,5,26.34,544.84,1,1,0,1.2246467991473532e-16,-1.0,1
4,0,1,0,0,0,0.1,9.73,149.02,0.0702,1,19.89,179.8,0,1,1,0.8660254037844386,0.5000000000000001,1
12,4,0,1,1,4,0.04,4.49,48.81,0.1767,3,40.98,530.19,1,1,2,1.2246467991473532e-16,-1.0,1
16,1,0,0,0,0,3.34,14.64,58.15,0.3005,10,8.88,30.47,0,0,2,-0.8660254037844385,-0.5000000000000004,0
12,6,0,0,0,2,4.53,107.59,54.86,0.5038,20,8.85,37.37,0,0,0,1.2246467991473532e-16,-1.0,0
7,0,0,0,0,0,1.36,118.73,56.96,0.3249,8,2.86,14.64,0,0,1,0.9659258262890683,-0.25881904510252063,0
19,3,0,0,0,0,3.08,57.88,38.74,0.3804,17,2.98,21.7,0,0,1,-0.9659258262890684,0.2588190451025203,0
10,2,1,1,1,1,0.81,12.92,144.89,0.0632,4,39.91,373.89,0,1,2,0.49999999999999994,-0.8660254037844387,1
0,0,0,0,0,0,4.65,61.08,69.8,0.3834,18,6.85,17.4,1,0,1,0.0,1.0,0
17,3,0,0,1,0,4.21,41.3,78.37,0.5958,21,6.93,42.31,0,0,0,-0.9659258262890683,-0.25881904510252063,0
14,3,0,0,0,0,4.07,39.23,77.44,0.6216,4,3.82,35.3,0,0,0,-0.4999999999999997,-0.8660254037844388,0
1,6,0,0,0,0,1.75,25.13,77.98,0.4814,22,8.39,28.13,0,0,0,0.25881904510252074,0.9659258262890683,0
21,3,0,0,0,0,1.74,29.96,69.72,0.4496,2,4.58,8.26,0,0,0,-0.7071067811865477,0.7071067811865474,0
9,2,0,0,0,0,1.29,7.59,75.12,0.3702,10,6.95,40.27,0,0,2,0.7071067811865476,-0.7071067811865475,0
12,1,0,0,1,0,3.78,14.54,40.8,0.3345,5,1.44,14.65,0,0,1,1.2246467991473532e-16,-1.0,0
21,5,0,0,0,1,3.53,113.69,77.84,0.6059,2,6.26,42.82,0,0,0,-0.7071067811865477,0.7071067811865474,0
4,0,0,0,0,1,2.27,116.64,38.3,0.416,25,5.44,17.33,0,0,0,0.8660254037844386,0.5000000000000001,0
11,3,0,0,0,0,1.88,53.12,59.17,0.4919,6,6.16,45.9,0,0,1,0.258819045102521,-0.9659258262890682,0
16,6,0,0,0,1,4.26,65.42,43.56,0.353,17,2.49,24.72,1,0,1,-0.8660254037844385,-0.5000000000000004,0
2,0,0,0,0,0,3.84,102.49,77.73,0.4174,27,3.6,16.49,0,0,0,0.49999999999999994,0.8660254037844387,0
5,6,0,1,1,5,0.16,10.14,92.32,0.1056,2,35.83,494.91,1,1,1,0.9659258262890683,0.25881904510252074,1
13,5,0,0,1,0,0.51,97.51,47.02,0.3234,26,9.03,4.36,0,0,1,-0.2588190451025208,-0.9659258262890683,0
10,4,0,0,0,0,4.48,59.42,78.3,0.3369,7,6.61,30.03,0,0,0,0.49999999999999994,-0.8660254037844387,0
23,3,0,0,0,0,4.78,60.76,41.05,0.3741,8,6.85,40.78,0,0,0,-0.25881904510252157,0.9659258262890681,0
17,4,0,0,0,0,2.21,53.42,36.27,0.4138,29,1.0,24.75,0,0,2,-0.9659258262890683,-0.25881904510252063,0
6,1,0,0,0,0,3.85,12.75,47.63,0.3398,4,9.19,5.83,1,0,0,1.0,6.123233995736766e-17,0
8,1,0,0,0,0,1.7,48.61,72.59,0.3818,27,6.05,27.33,0,0,0,0.8660254037844387,-0.4999999999999998,0
22,4,1,1,1,2,0.98,2.11,90.94,0.254,5,12.18,264.85,1,1,1,-0.5000000000000004,0.8660254037844384,1
12,5,0,0,0,0,3.75,18.35,32.28,0.5677,18,2.58,15.87,1,0,1,1.2246467991473532e-16,-1.0,0
11,4,0,0,0,0,0.91,33.44,58.37,0.485,7,2.78,24.93,0,0,0,0.258819045102521,-0.9659258262890682,0
9,1,0,0,0,0,3.77,32.48,44.64,0.4265,25,5.02,12.93,0,0,0,0.7071067811865476,-0.7071067811865475,0
1,4,1,0,0,0,1.86,17.66,75.02,0.3976,29,4.06,19.8,0,0,1,0.25881904510252074,0.9659258262890683,0
15,5,0,0,0,0,4.05,46.47,74.05,0.4148,18,9.74,18.26,1,0,1,-0.7071067811865471,-0.7071067811865479,0
20,0,0,0,0,0,4.71,23.96,35.63,0.3174,18,7.57,37.96,0,0,1,-0.8660254037844386,0.5000000000000001,0
8,6,0,1,0,1,0.68,5.55,39.8,0.4053,11,4.93,30.17,0,0,0,0.8660254037844387,-0.4999999999999998,0
2,5,1,1,1,2,0.03,14.57,49.36,0.2637,4,37.44,140.05,1,1,0,0.49999999999999994,0.8660254037844387,1
16,0,0,1,0,0,1.61,41.56,56.73,0.5813,16,3.55,35.35,0,0,1,-0.8660254037844385,-0.5000000000000004,0
9,4,0,0,0,0,0.99,30.76,78.84,0.6455,8,3.06,37.41,1,0,0,0.7071067811865476,-0.7071067811865475,0
22,2,0,1,0,1,2.97,12.45,42.13,0.445,29,4.6,30.86,0,0,0,-0.5000000000000004,0.8660254037844384,0
10,0,0,0,0,0,3.25,107.88,79.62,0.3721,16,8.06,33.68,0,0,0,0.49999999999999994,-0.8660254037844387,0
9,2,0,0,0,0,1.3,104.54,69.95,0.6072,28,3.91,45.81,0,0,0,0.7071067811865476,-0.7071067811865475,0
7,2,1,1,0,0,3.52,91.01,55.99,0.62,8,4.19,40.23,0,0,1,0.9659258262890683,-0.25881904510252063,0
16,0,1,0,0,1,2.45,41.36,46.31,0.397,5,4.89,21.56,0,0,0,-0.8660254037844385,-0.5000000000000004,0
21,1,0,0,0,2,3.15,63.83,62.67,0.6088,30,6.39,23.69,0,0,2,-0.7071067811865477,0.7071067811865474,0
16,4,0,0,0,0,1.67,59.71,56.89,0.5137,23,2.89,10.44,0,0,0,-0.8660254037844385,-0.5000000000000004,0
17,6,0,0,1,0,3.67,48.43,44.6,0.4724,24,7.59,19.48,0,0,0,-0.9659258262890683,-0.25881904510252063,0
21,4,0,0,0,0,1.1,17.7,51.94,0.6354,16,3.52,16.38,0,0,0,-0.7071067811865477,0.7071067811865474,0
23,2,0,0,0,0,2.19,88.29,54.69,0.592,15,5.02,39.01,0,0,2,-0.25881904510252157,0.9659258262890681,0
6,1,1,1,1,1,0.59,12.02,112.02,0.1887,4,15.27,375.62,1,1,0,1.0,6.123233995736766e-17,1
16,5,0,1,0,0,3.6,112.52,60.43,0.4086,2,5.83,39.44,0,0,0,-0.8660254037844385,-0.5000000000000004,0
12,6,0,0,0,0,4.75,62.03,56.86,0.4892,8,2.13,38.68,0,0,1,1.2246467991473532e-16,-1.0,0
10,6,0,1,0,0,3.39,73.04,52.8,0.6285,24,5.39,38.68,0,0,0,0.49999999999999994,-0.8660254037844387,0
16,0,0,0,0,0,3.19,96.19,48.89,0.3545,30,9.22,28.75,1,0,1,-0.8660254037844385,-0.5000000000000004,0
7,6,0,1,1,0,1.83,9.12,48.36,0.6351,7,6.75,5.73,0,0,0,0.9659258262890683,-0.25881904510252063,0
17,1,1,0,0,0,0.95,107.76,70.18,0.6798,19,4.57,40.7,0,0,1,-0.9659258262890683,-0.25881904510252063,0
18,2,0,0,0,0,4.24,99.68,61.54,0.596,8,5.32,34.06,0,0,1,-1.0,-1.8369701987210297e-16,0
14,6,0,0,0,0,1.97,116.05,65.83,0.5603,19,3.71,8.14,0,0,0,-0.4999999999999997,-0.8660254037844388,0
6,5,0,0,1,0,2.77,87.39,35.25,0.3749,29,8.25,26.33,0,0,1,1.0,6.123233995736766e-17,0
16,0,1,0,0,0,2.18,22.83,50.14,0.3481,15,4.66,27.17,0,0,0,-0.8660254037844385,-0.5000000000000004,0
16,1,0,0,0,0,0.87,51.0,73.82,0.4705,26,1.03,36.7,0,0,1,-0.8660254037844385,-0.5000000000000004,0
10,0,0,0,0,0,0.64,98.81,68.83,0.5277,22,2.94,37.04,0,0,0,0.49999999999999994,-0.8660254037844387,0
9,2,0,0,0,0,1.52,97.64,47.09,0.3543,22,2.2,46.71,0,0,0,0.7071067811865476,-0.7071067811865475,0
19,0,0,0,0,0,1.12,112.47,40.57,0.4938,5,5.47,13.36,0,0,0,-0.9659258262890684,0.2588190451025203,0
8,6,0,0,0,0,0.63,25.81,51.39,0.5062,15,4.08,30.51,0,0,0,0.8660254037844387,-0.4999999999999998,0
10,4,0,0,0,0,1.41,77.1,75.4,0.5325,22,6.58,38.38,0,0,0,0.49999999999999994,-0.8660254037844387,0
15,4,1,1,1,4,0.52,1.21,113.12,0.2107,5,41.0,354.5,0,1,0,-0.7071067811865471,-0.7071067811865479,1
20,2,0,1,0,0,0.78,85.17,60.87,0.5902,25,4.62,46.71,0,0,0,-0.8660254037844386,0.5000000000000001,0
20,1,0,0,0,0,4.67,41.57,76.22,0.5294,28,3.96,0.62,0,0,1,-0.8660254037844386,0.5000000000000001,0
18,0,0,0,1,0,1.45,82.27,37.37,0.4235,4,4.07,20.89,0,0,1,-1.0,-1.8369701987210297e-16,0
8,6,0,1,0,0,3.31,9.1,54.67,0.3856,3,2.77,47.97,0,0,0,0.8660254037844387,-0.4999999999999998,0
21,0,0,0,0,0,2.57,88.69,74.68,0.4162,17,8.15,1.7,0,0,2,-0.7071067811865477,0.7071067811865474,0
19,4,0,0,0,0,1.08,14.52,63.44,0.3768,5,5.05,13.86,0,0,1,-0.9659258262890684,0.2588190451025203,0
7,4,0,0,0,0,4.58,113.47,55.91,0.3428,7,2.13,5.83,0,0,1,0.9659258262890683,-0.25881904510252063,0
19,0,0,0,0,0,3.01,49.4,55.87,0.6601,12,6.25,39.07,0,0,1,-0.9659258262890684,0.2588190451025203,0
16,0,0,0,0,0,4.92,55.86,58.29,0.4547,26,2.73,29.52,0,0,0,-0.8660254037844385,-0.5000000000000004,0
12,3,1,1,0,3,0.01,5.83,107.14,0.1411,2,21.26,273.04,1,1,1,1.2246467991473532e-16,-1.0,1
17,0,0,0,0,0,2.27,47.36,79.63,0.3632,10,1.99,39.14,0,0,0,-0.9659258262890683,-0.25881904510252063,0
10,5,0,0,0,0,4.81,98.75,56.84,0.3903,2,1.34,2.59,0,0,1,0.49999999999999994,-0.8660254037844387,0
20,5,0,0,0,0,4.25,18.51,50.41,0.4112,9,8.98,7.4,0,0,1,-0.8660254037844386,0.5000000000000001,0
8,3,0,0,0,0,4.57,88.2,60.83,0.4795,19,4.26,15.6,0,0,0,0.8660254037844387,-0.4999999999999998,0
7,5,0,0,0,0,4.98,109.78,34.77,0.3644,4,7.13,26.23,0,0,1,0.9659258262890683,-0.25881904510252063,0
19,5,0,0,0,0,1.77,30.64,54.96,0.6222,28,7.82,25.88,0,0,1,-0.9659258262890684,0.2588190451025203,0
17,6,0,0,0,0,0.67,13.98,43.95,0.6678,28,9.9,9.82,0,0,1,-0.9659258262890683,-0.25881904510252063,0
10,3,0,0,0,0,2.06,30.22,56.57,0.4582,17,5.86,7.92,0,0,0,0.49999999999999994,-0.8660254037844387,0
19,0,0,0,0,0,1.54,8.53,60.95,0.3931,29,4.57,21.5,0,0,1,-0.9659258262890684,0.2588190451025203,0
19,6,0,0,0,0,2.78,82.69,46.07,0.5153,11,6.39,38.57,0,0,1,-0.9659258262890684,0.2588190451025203,0
9,1,0,1,0,0,4.7,99.9,63.34,0.6929,2,3.63,32.52,0,0,1,0.7071067811865476,-0.7071067811865475,0
6,0,0,0,0,2,4.98,86.62,36.07,0.505,4,6.72,21.84,0,0,1,1.0,6.123233995736766e-17,0
16,5,0,0,0,1,4.18,6.97,78.64,0.6536,21,6.06,10.9,0,0,0,-0.8660254037844385,-0.5000000000000004,0
0,4,1,1,1,3,0.91,6.51,113.57,0.0243,2,36.07,412.68,0,1,1,0.0,1.0,1
16,2,0,0,0,0,3.7,93.79,35.24,0.3108,3,2.98,43.42,0,0,2,-0.8660254037844385,-0.5000000000000004,0
